t,wall,fl1_hip_roll.pos,fl1_hip_roll.vel,fl1_hip_roll.tau,fl1_hip_roll.temp,fl1_hip_roll.volt,fl1_hip_roll.err,fl2_hip_pitch.pos,fl2_hip_pitch.vel,fl2_hip_pitch.tau,fl2_hip_pitch.temp,fl2_hip_pitch.volt,fl2_hip_pitch.err,fl3_knee_pitch.pos,fl3_knee_pitch.vel,fl3_knee_pitch.tau,fl3_knee_pitch.temp,fl3_knee_pitch.volt,fl3_knee_pitch.err,fl4_foot.pos,fl4_foot.vel,fl4_foot.tau,fl4_foot.temp,fl4_foot.volt,fl4_foot.err,fr1_hip_roll.pos,fr1_hip_roll.vel,fr1_hip_roll.tau,fr1_hip_roll.temp,fr1_hip_roll.volt,fr1_hip_roll.err,fr2_hip_pitch.pos,fr2_hip_pitch.vel,fr2_hip_pitch.tau,fr2_hip_pitch.temp,fr2_hip_pitch.volt,fr2_hip_pitch.err,fr3_knee_pitch.pos,fr3_knee_pitch.vel,fr3_knee_pitch.tau,fr3_knee_pitch.temp,fr3_knee_pitch.volt,fr3_knee_pitch.err,fr4_foot.pos,fr4_foot.vel,fr4_foot.tau,fr4_foot.temp,fr4_foot.volt,fr4_foot.err,bl1_hip_roll.pos,bl1_hip_roll.vel,bl1_hip_roll.tau,bl1_hip_roll.temp,bl1_hip_roll.volt,bl1_hip_roll.err,bl2_hip_pitch.pos,bl2_hip_pitch.vel,bl2_hip_pitch.tau,bl2_hip_pitch.temp,bl2_hip_pitch.volt,bl2_hip_pitch.err,bl3_knee_pitch.pos,bl3_knee_pitch.vel,bl3_knee_pitch.tau,bl3_knee_pitch.temp,bl3_knee_pitch.volt,bl3_knee_pitch.err,bl4_foot.pos,bl4_foot.vel,bl4_foot.tau,bl4_foot.temp,bl4_foot.volt,bl4_foot.err,br1_hip_roll.pos,br1_hip_roll.vel,br1_hip_roll.tau,br1_hip_roll.temp,br1_hip_roll.volt,br1_hip_roll.err,br2_hip_pitch.pos,br2_hip_pitch.vel,br2_hip_pitch.tau,br2_hip_pitch.temp,br2_hip_pitch.volt,br2_hip_pitch.err,br3_knee_pitch.pos,br3_knee_pitch.vel,br3_knee_pitch.tau,br3_knee_pitch.temp,br3_knee_pitch.volt,br3_knee_pitch.err,br4_foot.pos,br4_foot.vel,br4_foot.tau,br4_foot.temp,br4_foot.volt,br4_foot.err,fl1_hip_roll.kp,fl1_hip_roll.kd,fl1_hip_roll.tff,fl2_hip_pitch.kp,fl2_hip_pitch.kd,fl2_hip_pitch.tff,fl3_knee_pitch.kp,fl3_knee_pitch.kd,fl3_knee_pitch.tff,fl4_foot.kp,fl4_foot.kd,fl4_foot.tff,fr1_hip_roll.kp,fr1_hip_roll.kd,fr1_hip_roll.tff,fr2_hip_pitch.kp,fr2_hip_pitch.kd,fr2_hip_pitch.tff,fr3_knee_pitch.kp,fr3_knee_pitch.kd,fr3_knee_pitch.tff,fr4_foot.kp,fr4_foot.kd,fr4_foot.tff,bl1_hip_roll.kp,bl1_hip_roll.kd,bl1_hip_roll.tff,bl2_hip_pitch.kp,bl2_hip_pitch.kd,bl2_hip_pitch.tff,bl3_knee_pitch.kp,bl3_knee_pitch.kd,bl3_knee_pitch.tff,bl4_foot.kp,bl4_foot.kd,bl4_foot.tff,br1_hip_roll.kp,br1_hip_roll.kd,br1_hip_roll.tff,br2_hip_pitch.kp,br2_hip_pitch.kd,br2_hip_pitch.tff,br3_knee_pitch.kp,br3_knee_pitch.kd,br3_knee_pitch.tff,br4_foot.kp,br4_foot.kd,br4_foot.tff
125.900,17:01:42.267,-0.56325,-0.00099,10.00075,28.0,49.0,1,1.57340,-0.00099,-0.40590,32.0,48.0,1,1.24838,-0.00099,15.77478,31.0,48.0,1,-0.88941,-0.00229,-0.00687,26.0,48.0,1,0.55562,-0.00099,-8.27345,28.0,48.0,1,-1.57225,-0.00099,-0.07629,33.0,48.0,1,-1.25334,-0.00099,-14.81041,32.0,48.0,1,-1.71187,-0.00229,-0.00534,27.0,48.0,1,0.56706,-0.00099,-11.20927,26.0,48.0,1,-1.73476,-0.00099,3.39665,31.0,48.0,1,-1.24990,-0.00099,-14.34653,32.0,48.0,1,-2.88262,-0.00229,-0.00381,27.0,48.0,1,-0.57813,-0.00099,13.73007,27.0,48.0,1,1.74086,-0.00099,-5.10567,32.0,48.0,1,1.24189,-0.00099,16.07385,31.0,48.0,1,-2.42447,-0.00229,0.00076,28.0,48.0,1,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
126.000,17:01:42.367,-0.56325,-0.00099,10.01906,28.0,49.0,1,1.57340,-0.00099,-0.46693,32.0,48.0,1,1.24838,-0.00099,15.72595,31.0,48.0,1,-0.88941,-0.00229,-0.00229,26.0,48.0,1,0.55562,-0.00099,-8.12085,28.0,48.0,1,-1.57225,-0.00099,-0.13733,33.0,48.0,1,-1.25334,-0.00099,-14.77989,32.0,48.0,1,-1.71187,-0.00229,0.00992,27.0,48.0,1,0.56706,-0.00099,-11.19096,26.0,48.0,1,-1.73476,-0.00099,3.37834,31.0,48.0,1,-1.24990,-0.00099,-14.31601,32.0,48.0,1,-2.88262,-0.00229,-0.01755,27.0,48.0,1,-0.57813,-0.00099,13.74228,27.0,48.0,1,1.74086,-0.00099,-5.14839,32.0,48.0,1,1.24189,-0.00099,16.08606,31.0,48.0,1,-2.42447,-0.00229,0.00839,28.0,48.0,1,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
126.100,17:01:42.467,-0.56325,-0.00099,10.01906,28.0,49.0,1,1.57340,-0.00099,-0.43642,32.0,48.0,1,1.24838,-0.00099,15.85413,31.0,48.0,1,-0.88941,-0.00229,-0.00534,26.0,48.0,1,0.55562,-0.00099,-8.15137,28.0,48.0,1,-1.57225,-0.00099,-0.14343,33.0,48.0,1,-1.25334,-0.00099,-14.79820,32.0,48.0,1,-1.71187,-0.00229,-0.00534,27.0,48.0,1,0.56706,-0.00099,-11.10551,26.0,48.0,1,-1.73476,-0.00099,3.38445,31.0,48.0,1,-1.24990,-0.00099,-14.35873,32.0,48.0,1,-2.88262,-0.00229,-0.01755,27.0,48.0,1,-0.57813,-0.00099,13.65073,27.0,48.0,1,1.74086,-0.00099,-5.12398,32.0,48.0,1,1.24189,-0.00099,16.04944,31.0,48.0,1,-2.42447,-0.00229,0.00687,28.0,48.0,1,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
126.200,17:01:42.567,-0.56325,-0.00099,10.00685,28.0,49.0,1,1.57340,-0.00099,-0.40590,32.0,48.0,1,1.24838,-0.00099,15.79919,31.0,48.0,1,-0.88941,-0.00229,0.00229,26.0,48.0,1,0.55562,-0.00099,-8.15747,28.0,48.0,1,-1.57225,-0.00099,-0.08850,33.0,48.0,1,-1.25334,-0.00099,-14.77379,32.0,48.0,1,-1.71187,-0.00229,-0.00839,27.0,48.0,1,0.56706,-0.00099,-11.19707,26.0,48.0,1,-1.73476,-0.00099,3.32951,31.0,48.0,1,-1.24990,-0.00099,-14.29160,32.0,48.0,1,-2.88262,-0.00229,-0.00992,27.0,48.0,1,-0.57813,-0.00099,13.67514,27.0,48.0,1,1.74086,-0.00099,-5.09956,32.0,48.0,1,1.24189,-0.00099,16.07385,31.0,48.0,1,-2.42447,-0.00229,0.00839,28.0,48.0,1,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
126.300,17:01:42.667,-0.56325,-0.00099,10.01295,28.0,49.0,1,1.57340,-0.00099,-0.38757,32.0,48.0,1,1.24838,-0.00099,15.88464,31.0,48.0,1,-0.88941,-0.00229,0.00687,26.0,48.0,1,0.55562,-0.00099,-8.16357,28.0,48.0,1,-1.57225,-0.00099,-0.10071,33.0,48.0,1,-1.25334,-0.00099,-14.81041,32.0,48.0,1,-1.71187,-0.00229,0.00839,27.0,48.0,1,0.56706,-0.00099,-11.17265,26.0,48.0,1,-1.73476,-0.00099,3.32341,31.0,48.0,1,-1.24990,-0.00099,-14.37704,32.0,48.0,1,-2.88262,-0.00229,-0.00381,27.0,48.0,1,-0.57813,-0.00099,13.67514,27.0,48.0,1,1.74086,-0.00099,-5.06905,32.0,48.0,1,1.24189,-0.00099,15.98230,31.0,48.0,1,-2.42447,-0.00229,-0.01297,28.0,48.0,1,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
126.400,17:01:42.767,-0.56325,-0.00099,9.96413,28.0,49.0,1,1.57340,-0.00099,-0.42421,32.0,48.0,1,1.24838,-0.00099,15.87854,31.0,48.0,1,-0.88941,-0.00229,0.01907,26.0,48.0,1,0.55562,-0.00099,-8.30397,28.0,48.0,1,-1.57225,-0.00099,-0.07019,33.0,48.0,1,-1.25334,-0.00099,-14.71275,32.0,48.0,1,-1.71187,-0.00229,-0.01144,27.0,48.0,1,0.56706,-0.00099,-11.14824,26.0,48.0,1,-1.73476,-0.00099,3.41496,31.0,48.0,1,-1.24990,-0.00099,-14.29770,32.0,48.0,1,-2.88262,-0.00229,-0.01297,27.0,48.0,1,-0.57813,-0.00099,13.61411,27.0,48.0,1,1.74086,0.00099,-5.23384,32.0,48.0,1,1.24189,-0.00099,16.09827,31.0,48.0,1,-2.42447,-0.00229,0.00534,28.0,48.0,1,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
126.500,17:01:42.867,-0.56325,-0.00099,10.01906,28.0,48.0,1,1.57340,-0.00099,-0.39369,32.0,48.0,1,1.24838,-0.00099,15.78088,31.0,48.0,1,-0.88941,-0.00229,-0.00839,26.0,48.0,1,0.55562,-0.00099,-8.24904,28.0,48.0,1,-1.57225,-0.00099,-0.08240,33.0,48.0,1,-1.25334,-0.00099,-14.81651,32.0,48.0,1,-1.71187,-0.00229,-0.00229,27.0,48.0,1,0.56706,-0.00099,-11.14824,26.0,48.0,1,-1.73476,-0.00099,3.39055,31.0,48.0,1,-1.24990,-0.00099,-14.32822,32.0,48.0,1,-2.88262,-0.00229,-0.02213,27.0,48.0,1,-0.57813,-0.00099,13.66293,27.0,48.0,1,1.74086,-0.00099,-5.16060,32.0,48.0,1,1.24189,-0.00099,16.05554,31.0,48.0,1,-2.42447,-0.00229,0.00534,28.0,48.0,1,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
126.600,17:01:42.967,-0.56325,-0.00099,9.96413,28.0,49.0,1,1.57340,-0.00099,-0.43031,32.0,48.0,1,1.24838,-0.00099,15.76868,31.0,48.0,1,-0.88941,-0.00229,0.00076,26.0,48.0,1,0.55562,-0.00099,-8.19409,28.0,48.0,1,-1.57225,-0.00099,-0.08240,33.0,48.0,1,-1.25334,-0.00099,-14.85924,32.0,48.0,1,-1.71187,-0.00229,0.01602,27.0,48.0,1,0.56706,-0.00099,-11.16655,26.0,48.0,1,-1.73476,-0.00099,3.42717,31.0,48.0,1,-1.24990,-0.00099,-14.32211,32.0,48.0,1,-2.88262,-0.00229,-0.01297,27.0,48.0,1,-0.57813,-0.00099,13.69345,27.0,48.0,1,1.74086,-0.00099,-5.17891,32.0,48.0,1,1.24189,-0.00099,16.05554,31.0,48.0,1,-2.42485,-0.00229,0.00992,28.0,48.0,1,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
126.700,17:01:43.067,-0.56325,-0.00099,9.77492,28.0,49.0,1,1.57340,-0.00099,-0.45473,32.0,48.0,1,1.24838,-0.00099,15.78088,31.0,48.0,1,-0.88941,-0.00229,-0.00687,26.0,48.0,1,0.55562,-0.00099,-8.16357,28.0,48.0,1,-1.57225,-0.00099,-0.08240,33.0,48.0,1,-1.25334,-0.00099,-14.77379,32.0,48.0,1,-1.71187,-0.00229,-0.00076,27.0,48.0,1,0.56706,-0.00099,-10.98955,26.0,48.0,1,-1.73476,-0.00099,3.39055,31.0,48.0,1,-1.24990,-0.00099,-14.32211,32.0,48.0,1,-2.88224,-0.00229,-0.00229,27.0,48.0,1,-0.57813,-0.00099,13.48593,27.0,48.0,1,1.74086,-0.00099,-5.11787,32.0,48.0,1,1.24189,-0.00099,15.97009,31.0,48.0,1,-2.42485,-0.00229,0.00992,28.0,48.0,1,244.99,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,244.99,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,244.99,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,244.99,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
126.800,17:01:43.167,-0.56363,-0.00099,9.34157,28.0,49.0,1,1.57340,-0.00099,-0.43031,32.0,48.0,1,1.24838,-0.00099,15.77478,31.0,48.0,1,-0.88941,-0.00229,0.00229,26.0,48.0,1,0.55562,-0.00099,-7.61426,28.0,48.0,1,-1.57225,-0.00099,-0.12512,33.0,48.0,1,-1.25334,-0.00099,-14.79820,32.0,48.0,1,-1.71187,-0.00229,0.00076,27.0,48.0,1,0.56706,-0.00099,-10.42191,26.0,48.0,1,-1.73476,-0.00099,3.41496,31.0,48.0,1,-1.24990,-0.00099,-14.30991,32.0,48.0,1,-2.88224,-0.00229,-0.00534,27.0,48.0,1,-0.57813,-0.00694,12.77179,27.0,48.0,1,1.74086,-0.00099,-5.15450,32.0,48.0,1,1.24189,-0.00099,16.07385,31.0,48.0,1,-2.42485,-0.00229,-0.00534,28.0,48.0,1,232.32,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,232.32,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,232.32,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,232.32,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
126.900,17:01:43.267,-0.56363,-0.00099,8.86549,28.0,49.0,1,1.57340,-0.00099,-0.43642,32.0,48.0,1,1.24838,-0.00099,15.76257,31.0,48.0,1,-0.88941,-0.00229,-0.00381,26.0,48.0,1,0.55562,0.00099,-7.30296,28.0,48.0,1,-1.57225,-0.00099,-0.14954,33.0,48.0,1,-1.25334,-0.00099,-14.82872,32.0,48.0,1,-1.71187,-0.00229,0.00687,27.0,48.0,1,0.56744,-0.00099,-9.83597,26.0,48.0,1,-1.73476,-0.00099,3.42107,31.0,48.0,1,-1.24990,-0.00099,-14.30991,32.0,48.0,1,-2.88224,-0.00229,-0.01602,27.0,48.0,1,-0.57851,-0.00099,12.17365,27.0,48.0,1,1.74086,-0.00099,-5.14839,32.0,48.0,1,1.24189,-0.00099,16.06165,31.0,48.0,1,-2.42485,-0.00229,0.00229,28.0,48.0,1,219.66,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,219.66,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,219.66,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,219.66,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
127.000,17:01:43.367,-0.56363,-0.00099,8.32837,28.0,49.0,1,1.57340,-0.00099,-0.50356,32.0,48.0,1,1.24838,-0.00099,15.82361,31.0,48.0,1,-0.88941,-0.00229,0.00229,26.0,48.0,1,0.55562,-0.00099,-6.88182,28.0,48.0,1,-1.57225,-0.00099,-0.00305,33.0,48.0,1,-1.25334,-0.00099,-14.85924,32.0,48.0,1,-1.71187,-0.00229,0.00229,27.0,48.0,1,0.56744,0.00298,-9.30495,26.0,48.0,1,-1.73476,-0.00099,3.44548,31.0,48.0,1,-1.24990,-0.00099,-14.29770,32.0,48.0,1,-2.88224,-0.00229,-0.02365,27.0,48.0,1,-0.57851,-0.00694,11.36797,27.0,48.0,1,1.74086,-0.00099,-5.13008,32.0,48.0,1,1.24189,-0.00099,16.01282,31.0,48.0,1,-2.42485,-0.00229,0.00229,28.0,48.0,1,206.99,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,206.99,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,206.99,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,206.99,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
127.100,17:01:43.467,-0.56363,-0.00099,7.83398,28.0,49.0,1,1.57340,-0.00099,-0.38757,32.0,48.0,1,1.24838,-0.00099,15.84192,31.0,48.0,1,-0.88941,-0.00229,-0.00381,26.0,48.0,1,0.55600,0.00496,-6.54611,28.0,48.0,1,-1.57225,-0.00099,-0.05798,33.0,48.0,1,-1.25334,-0.00099,-14.73717,32.0,48.0,1,-1.71187,-0.00229,-0.00687,27.0,48.0,1,0.56744,-0.00099,-8.77394,26.0,48.0,1,-1.73476,-0.00099,3.42717,31.0,48.0,1,-1.24990,-0.00099,-14.30991,32.0,48.0,1,-2.88224,-0.00229,-0.01907,27.0,48.0,1,-0.57851,-0.00099,10.73930,27.0,48.0,1,1.74086,-0.00099,-5.11177,32.0,48.0,1,1.24189,-0.00099,16.03113,31.0,48.0,1,-2.42485,-0.00229,-0.00534,28.0,48.0,1,194.32,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,194.32,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,194.32,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,194.32,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
127.200,17:01:43.567,-0.56363,-0.00496,7.30298,28.0,49.0,1,1.57340,-0.00099,-0.42421,32.0,48.0,1,1.24838,-0.00099,15.76868,31.0,48.0,1,-0.88941,-0.00229,0.00687,26.0,48.0,1,0.55600,-0.00099,-6.12497,28.0,48.0,1,-1.57225,-0.00099,-0.04578,33.0,48.0,1,-1.25334,-0.00099,-14.84093,32.0,48.0,1,-1.71187,-0.00229,-0.00076,27.0,48.0,1,0.56744,0.00298,-8.11475,26.0,48.0,1,-1.73476,-0.00099,3.38445,31.0,48.0,1,-1.24990,-0.00099,-14.38315,32.0,48.0,1,-2.88224,-0.00229,-0.00687,27.0,48.0,1,-0.57889,-0.00099,10.06178,27.0,48.0,1,1.74086,-0.00099,-5.16670,32.0,48.0,1,1.24189,-0.00099,16.03113,31.0,48.0,1,-2.42485,-0.00229,0.00076,28.0,48.0,1,181.66,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,181.66,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,181.66,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,181.66,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
127.300,17:01:43.667,-0.56401,-0.00099,6.90622,28.0,49.0,1,1.57340,-0.00099,-0.46083,32.0,48.0,1,1.24838,-0.00099,15.79919,31.0,48.0,1,-0.88941,-0.00229,-0.00381,26.0,48.0,1,0.55600,-0.00099,-5.67940,28.0,48.0,1,-1.57225,-0.00099,-0.08850,33.0,48.0,1,-1.25334,-0.00099,-14.75548,32.0,48.0,1,-1.71187,-0.00229,0.00687,27.0,48.0,1,0.56821,0.00298,-7.69360,26.0,48.0,1,-1.73476,-0.00099,3.37224,31.0,48.0,1,-1.24990,-0.00099,-14.31601,32.0,48.0,1,-2.88224,-0.00229,-0.02060,27.0,48.0,1,-0.57889,-0.00099,9.46364,27.0,48.0,1,1.74086,-0.00099,-5.19722,32.0,48.0,1,1.24189,-0.00099,16.06775,31.0,48.0,1,-2.42523,-0.00229,0.00076,28.0,48.0,1,168.99,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,168.99,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,168.99,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,168.99,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
127.400,17:01:43.767,-0.56439,0.00099,6.39963,28.0,49.0,1,1.57340,-0.00099,-0.44862,32.0,48.0,1,1.24838,-0.00099,15.81140,31.0,48.0,1,-0.88941,-0.00229,-0.00076,26.0,48.0,1,0.55638,-0.00099,-5.33760,28.0,48.0,1,-1.57225,-0.00099,-0.10681,33.0,48.0,1,-1.25334,-0.00099,-14.76768,32.0,48.0,1,-1.71187,-0.00229,-0.00076,27.0,48.0,1,0.56859,-0.00099,-7.19920,26.0,48.0,1,-1.73476,-0.00099,3.39055,31.0,48.0,1,-1.24990,-0.00099,-14.35263,32.0,48.0,1,-2.88186,-0.00229,-0.01907,27.0,48.0,1,-0.57927,-0.00694,8.76784,27.0,48.0,1,1.74086,-0.00099,-5.23384,32.0,48.0,1,1.24189,-0.00099,16.08606,31.0,48.0,1,-2.42523,-0.00229,-0.00839,28.0,48.0,1,156.32,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,156.32,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,156.32,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,156.32,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
127.500,17:01:43.867,-0.56439,-0.00099,5.95407,28.0,49.0,1,1.57340,-0.00099,-0.44862,32.0,48.0,1,1.24838,-0.00099,15.79309,31.0,48.0,1,-0.88941,-0.00229,0.00229,26.0,48.0,1,0.55638,-0.00099,-4.91646,28.0,48.0,1,-1.57225,-0.00099,-0.08850,33.0,48.0,1,-1.25334,-0.00099,-14.76768,32.0,48.0,1,-1.71187,-0.00229,0.00534,27.0,48.0,1,0.56859,-0.00099,-6.64378,26.0,48.0,1,-1.73476,-0.00099,3.49431,31.0,48.0,1,-1.24990,-0.00099,-14.34653,32.0,48.0,1,-2.88186,-0.00229,-0.01602,27.0,48.0,1,-0.57927,0.00099,8.09644,27.0,48.0,1,1.74086,-0.00099,-5.11177,32.0,48.0,1,1.24189,-0.00099,16.04333,31.0,48.0,1,-2.42523,-0.00229,0.00381,28.0,48.0,1,143.66,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,143.66,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,144.29,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,144.29,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
127.600,17:01:43.967,-0.56477,-0.00298,5.43526,28.0,49.0,1,1.57340,-0.00099,-0.38757,32.0,48.0,1,1.24838,-0.00099,15.83582,31.0,48.0,1,-0.88941,-0.00229,0.00229,26.0,48.0,1,0.55638,-0.00099,-4.54414,28.0,48.0,1,-1.57225,-0.00099,-0.07629,33.0,48.0,1,-1.25334,-0.00099,-14.77989,32.0,48.0,1,-1.71187,-0.00229,0.00839,27.0,48.0,1,0.56897,-0.00298,-6.02731,26.0,48.0,1,-1.73476,-0.00099,3.36003,31.0,48.0,1,-1.24990,-0.00099,-14.33432,32.0,48.0,1,-2.88186,-0.00229,-0.01144,27.0,48.0,1,-0.57965,-0.00496,7.41284,27.0,48.0,1,1.74086,-0.00099,-5.11177,32.0,48.0,1,1.24189,-0.00099,16.04944,31.0,48.0,1,-2.42561,-0.00229,0.00534,28.0,48.0,1,130.99,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,130.99,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,130.99,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000,130.99,5.00,0.0000,250.00,5.00,0.0000,250.00,5.00,0.0000,0.00,0.50,0.0000
