t,wall,fl1_hip_roll.pos,fl1_hip_roll.vel,fl1_hip_roll.tau,fl1_hip_roll.temp,fl1_hip_roll.volt,fl1_hip_roll.err,fl2_hip_pitch.pos,fl2_hip_pitch.vel,fl2_hip_pitch.tau,fl2_hip_pitch.temp,fl2_hip_pitch.volt,fl2_hip_pitch.err,fl3_knee_pitch.pos,fl3_knee_pitch.vel,fl3_knee_pitch.tau,fl3_knee_pitch.temp,fl3_knee_pitch.volt,fl3_knee_pitch.err,fl4_foot.pos,fl4_foot.vel,fl4_foot.tau,fl4_foot.temp,fl4_foot.volt,fl4_foot.err,fr1_hip_roll.pos,fr1_hip_roll.vel,fr1_hip_roll.tau,fr1_hip_roll.temp,fr1_hip_roll.volt,fr1_hip_roll.err,fr2_hip_pitch.pos,fr2_hip_pitch.vel,fr2_hip_pitch.tau,fr2_hip_pitch.temp,fr2_hip_pitch.volt,fr2_hip_pitch.err,fr3_knee_pitch.pos,fr3_knee_pitch.vel,fr3_knee_pitch.tau,fr3_knee_pitch.temp,fr3_knee_pitch.volt,fr3_knee_pitch.err,fr4_foot.pos,fr4_foot.vel,fr4_foot.tau,fr4_foot.temp,fr4_foot.volt,fr4_foot.err,bl1_hip_roll.pos,bl1_hip_roll.vel,bl1_hip_roll.tau,bl1_hip_roll.temp,bl1_hip_roll.volt,bl1_hip_roll.err,bl2_hip_pitch.pos,bl2_hip_pitch.vel,bl2_hip_pitch.tau,bl2_hip_pitch.temp,bl2_hip_pitch.volt,bl2_hip_pitch.err,bl3_knee_pitch.pos,bl3_knee_pitch.vel,bl3_knee_pitch.tau,bl3_knee_pitch.temp,bl3_knee_pitch.volt,bl3_knee_pitch.err,bl4_foot.pos,bl4_foot.vel,bl4_foot.tau,bl4_foot.temp,bl4_foot.volt,bl4_foot.err,br1_hip_roll.pos,br1_hip_roll.vel,br1_hip_roll.tau,br1_hip_roll.temp,br1_hip_roll.volt,br1_hip_roll.err,br2_hip_pitch.pos,br2_hip_pitch.vel,br2_hip_pitch.tau,br2_hip_pitch.temp,br2_hip_pitch.volt,br2_hip_pitch.err,br3_knee_pitch.pos,br3_knee_pitch.vel,br3_knee_pitch.tau,br3_knee_pitch.temp,br3_knee_pitch.volt,br3_knee_pitch.err,br4_foot.pos,br4_foot.vel,br4_foot.tau,br4_foot.temp,br4_foot.volt,br4_foot.err,fl1_hip_roll.kp,fl1_hip_roll.kd,fl1_hip_roll.tff,fl2_hip_pitch.kp,fl2_hip_pitch.kd,fl2_hip_pitch.tff,fl3_knee_pitch.kp,fl3_knee_pitch.kd,fl3_knee_pitch.tff,fl4_foot.kp,fl4_foot.kd,fl4_foot.tff,fr1_hip_roll.kp,fr1_hip_roll.kd,fr1_hip_roll.tff,fr2_hip_pitch.kp,fr2_hip_pitch.kd,fr2_hip_pitch.tff,fr3_knee_pitch.kp,fr3_knee_pitch.kd,fr3_knee_pitch.tff,fr4_foot.kp,fr4_foot.kd,fr4_foot.tff,bl1_hip_roll.kp,bl1_hip_roll.kd,bl1_hip_roll.tff,bl2_hip_pitch.kp,bl2_hip_pitch.kd,bl2_hip_pitch.tff,bl3_knee_pitch.kp,bl3_knee_pitch.kd,bl3_knee_pitch.tff,bl4_foot.kp,bl4_foot.kd,bl4_foot.tff,br1_hip_roll.kp,br1_hip_roll.kd,br1_hip_roll.tff,br2_hip_pitch.kp,br2_hip_pitch.kd,br2_hip_pitch.tff,br3_knee_pitch.kp,br3_knee_pitch.kd,br3_knee_pitch.tff,br4_foot.kp,br4_foot.kd,br4_foot.tff
76.000,17:00:52.368,-0.82609,-0.00099,0.07629,28.0,49.0,1,1.25906,-0.00099,0.01526,32.0,48.0,1,0.00210,-0.00099,-0.01526,31.0,49.0,1,1.58141,-0.00229,-0.00076,26.0,49.0,1,0.71889,-0.00099,-0.00916,28.0,48.0,1,-1.26631,-0.00099,-0.05798,33.0,48.0,1,-0.00095,-0.00099,-0.08240,32.0,48.0,1,-3.01919,-0.00229,-0.00381,27.0,48.0,1,1.21786,-0.00099,0.07019,26.0,48.0,1,-1.46963,-0.00099,-0.02136,31.0,49.0,1,-0.13828,-0.00099,-0.04578,32.0,48.0,1,2.63237,-0.00229,0.00381,27.0,48.0,1,-0.97181,-0.00099,0.00305,27.0,48.0,1,1.36625,-0.00099,0.03967,32.0,48.0,1,0.00134,-0.00099,-0.01526,31.0,49.0,1,-0.78832,-0.00229,-0.01297,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
76.100,17:00:52.468,-0.82609,-0.00099,-0.01526,28.0,49.0,1,1.25906,-0.00099,-0.10681,32.0,48.0,1,0.00210,-0.00099,-0.01526,31.0,49.0,1,1.58141,-0.00229,-0.00839,26.0,49.0,1,0.71889,-0.00099,-0.02747,28.0,48.0,1,-1.26631,-0.00099,0.06409,33.0,48.0,1,-0.00095,-0.00099,-0.03357,32.0,48.0,1,-3.01919,-0.00229,0.00687,27.0,48.0,1,1.21786,-0.00099,0.08850,26.0,48.0,1,-1.46963,-0.00099,-0.10071,31.0,49.0,1,-0.13828,-0.00099,-0.02136,32.0,48.0,1,2.63237,-0.00229,0.00229,27.0,48.0,1,-0.97181,-0.00099,-0.00916,27.0,48.0,1,1.36625,-0.00099,0.04578,32.0,48.0,1,0.00134,-0.00099,0.02136,31.0,49.0,1,-0.78832,-0.00229,-0.00381,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
76.200,17:00:52.568,-0.82609,-0.00099,0.04578,28.0,49.0,1,1.25906,-0.00099,-0.08850,32.0,48.0,1,0.00210,-0.00099,0.00305,31.0,49.0,1,1.58141,-0.00229,-0.00076,26.0,49.0,1,0.71889,-0.00099,-0.02747,28.0,48.0,1,-1.26631,-0.00099,0.00916,33.0,48.0,1,-0.00095,-0.00099,-0.03967,32.0,48.0,1,-3.01919,-0.00229,-0.00992,27.0,48.0,1,1.21786,-0.00099,-0.00305,26.0,48.0,1,-1.46963,-0.00099,-0.11902,31.0,49.0,1,-0.13828,-0.00099,0.05188,32.0,48.0,1,2.63237,-0.00229,0.00076,27.0,48.0,1,-0.97181,-0.00099,-0.02136,27.0,48.0,1,1.36625,-0.00099,0.07019,32.0,48.0,1,0.00134,-0.00099,-0.00916,31.0,49.0,1,-0.78832,-0.00229,-0.00229,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
76.300,17:00:52.668,-0.82609,-0.00099,0.02136,28.0,49.0,1,1.25906,-0.00099,-0.00916,32.0,48.0,1,0.00210,-0.00099,-0.00916,31.0,49.0,1,1.58141,-0.00229,-0.00534,26.0,49.0,1,0.71889,-0.00099,-0.03357,28.0,48.0,1,-1.26631,-0.00099,-0.02747,33.0,48.0,1,-0.00095,-0.00099,0.02136,32.0,48.0,1,-3.01919,-0.00229,-0.00839,27.0,48.0,1,1.21786,-0.00099,0.01526,26.0,48.0,1,-1.46963,-0.00099,-0.08850,31.0,49.0,1,-0.13828,-0.00099,-0.08850,32.0,48.0,1,2.63237,-0.00229,0.00687,27.0,48.0,1,-0.97181,-0.00099,-0.00305,27.0,48.0,1,1.36625,-0.00099,0.03967,32.0,48.0,1,0.00134,-0.00099,-0.00305,31.0,49.0,1,-0.78832,-0.00229,-0.00534,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
76.400,17:00:52.768,-0.82609,-0.00099,0.02747,28.0,49.0,1,1.25906,-0.00099,0.00305,32.0,48.0,1,0.00210,-0.00099,-0.02747,31.0,49.0,1,1.58141,-0.00229,0.00076,26.0,49.0,1,0.71889,-0.00099,-0.01526,28.0,48.0,1,-1.26631,-0.00099,-0.03357,33.0,48.0,1,-0.00095,-0.00099,-0.00916,32.0,48.0,1,-3.01919,-0.00229,0.00381,27.0,48.0,1,1.21786,-0.00099,0.06409,26.0,48.0,1,-1.46963,-0.00099,-0.08240,31.0,49.0,1,-0.13828,-0.00099,-0.01526,32.0,48.0,1,2.63237,-0.00229,0.00687,27.0,48.0,1,-0.97181,-0.00099,-0.00916,27.0,48.0,1,1.36625,-0.00099,-0.04578,32.0,48.0,1,0.00134,-0.00099,-0.01526,31.0,49.0,1,-0.78832,-0.00229,-0.00229,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
76.500,17:00:52.868,-0.82609,-0.00099,0.03357,28.0,49.0,1,1.25906,-0.00099,-0.01526,32.0,48.0,1,0.00210,-0.00099,0.00305,31.0,49.0,1,1.58141,-0.00229,0.00076,26.0,49.0,1,0.71889,-0.00099,-0.00305,28.0,48.0,1,-1.26631,-0.00099,0.03357,33.0,48.0,1,-0.00095,-0.00099,-0.01526,32.0,48.0,1,-3.01919,-0.00229,-0.00534,27.0,48.0,1,1.21786,-0.00099,0.02136,26.0,48.0,1,-1.46963,-0.00099,-0.08850,31.0,49.0,1,-0.13828,-0.00099,0.05188,32.0,48.0,1,2.63237,-0.00229,0.00076,27.0,48.0,1,-0.97181,-0.00099,0.04578,27.0,48.0,1,1.36625,-0.00099,-0.00916,32.0,48.0,1,0.00134,-0.00099,0.02747,31.0,49.0,1,-0.78832,-0.00229,-0.00992,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
76.600,17:00:52.968,-0.82609,0.00496,-0.07019,28.0,49.0,1,1.25944,0.02083,-0.12512,32.0,48.0,1,0.00210,-0.00099,0.00305,31.0,49.0,1,1.58103,0.00229,0.00076,26.0,49.0,1,0.71851,-0.01488,0.08850,28.0,48.0,1,-1.26631,-0.00694,-0.00305,33.0,48.0,1,-0.00095,-0.00099,0.04578,32.0,48.0,1,-3.01881,-0.00229,-0.00076,27.0,48.0,1,1.21786,-0.00099,-0.02136,26.0,48.0,1,-1.46963,-0.00099,-0.00916,31.0,49.0,1,-0.13828,-0.00099,0.00305,32.0,48.0,1,2.63237,-0.00229,-0.00381,27.0,48.0,1,-0.97143,0.02678,-0.14343,27.0,48.0,1,1.36664,0.01091,-0.06409,32.0,48.0,1,0.00134,0.00694,-0.00305,31.0,49.0,1,-0.78870,0.00687,0.01297,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
76.700,17:00:53.068,-0.82303,0.03273,-0.23499,28.0,49.0,1,1.26211,0.11009,-0.52187,32.0,48.0,1,0.00668,0.12001,-0.69276,31.0,48.0,1,1.57721,-0.19455,0.08011,26.0,49.0,1,0.71012,-0.18151,0.87589,28.0,48.0,1,-1.27165,-0.08232,0.47302,33.0,48.0,1,-0.00668,-0.20333,1.04068,32.0,48.0,1,-3.01614,0.09384,-0.04654,27.0,48.0,1,1.21748,0.00694,-0.04578,26.0,48.0,1,-1.47192,-0.03471,0.19836,31.0,49.0,1,-0.13828,0.00298,-0.00916,32.0,48.0,1,2.63504,0.02975,-0.01907,27.0,48.0,1,-0.96456,0.19142,-1.11391,27.0,48.0,1,1.36969,0.10811,-0.59511,32.0,48.0,1,0.00172,0.00694,-0.05798,31.0,49.0,1,-0.79213,-0.07095,0.02213,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
76.800,17:00:53.168,-0.80548,0.23903,-1.23599,28.0,49.0,1,1.27661,0.15572,-0.82704,32.0,48.0,1,0.02728,0.23109,-1.13222,31.0,49.0,1,1.56004,-0.23117,0.11520,26.0,49.0,1,0.66815,-0.35607,1.77921,28.0,48.0,1,-1.28996,-0.20928,1.00406,33.0,48.0,1,-0.02880,-0.34615,1.91959,32.0,48.0,1,-3.01080,-0.00229,-0.00992,27.0,48.0,1,1.21748,-0.00099,-0.00916,26.0,48.0,1,-1.48527,-0.21920,0.88199,31.0,49.0,1,-0.13828,-0.00099,0.02747,32.0,48.0,1,2.63886,0.12589,-0.06638,27.0,48.0,1,-0.94244,0.13191,-0.72939,27.0,48.0,1,1.38647,0.22316,-1.22989,32.0,48.0,1,0.00286,0.01884,-0.16785,31.0,49.0,1,-0.79976,-0.10757,0.04959,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
76.900,17:00:53.268,-0.77382,0.27276,-1.41910,28.0,49.0,1,1.29721,0.19341,-0.85146,32.0,48.0,1,0.05360,0.25491,-1.39468,31.0,49.0,1,1.55623,0.00229,-0.00381,26.0,49.0,1,0.62276,-0.43542,2.04776,28.0,48.0,1,-1.31247,-0.26284,1.26041,33.0,48.0,1,-0.05818,-0.18349,0.99185,32.0,48.0,1,-3.00202,0.30441,-0.13962,27.0,48.0,1,1.21748,0.00694,0.00305,26.0,48.0,1,-1.50664,-0.19540,0.91251,31.0,49.0,1,-0.13561,-0.00099,0.02136,32.0,48.0,1,2.63809,-0.00229,-0.01297,27.0,48.0,1,-0.92489,0.22118,-0.93080,27.0,48.0,1,1.40745,0.16365,-0.83315,32.0,48.0,1,0.00286,0.00893,-0.08850,31.0,49.0,1,-0.80205,0.03891,-0.01450,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
77.000,17:00:53.368,-0.74369,0.40170,-1.90738,28.0,49.0,1,1.31628,0.24696,-1.29092,32.0,48.0,1,0.07839,0.27871,-1.54727,31.0,49.0,1,1.55585,0.08926,-0.03586,26.0,49.0,1,0.57851,-0.44534,2.32242,28.0,48.0,1,-1.33421,-0.16763,0.90030,33.0,48.0,1,-0.08755,-0.36797,1.78531,32.0,48.0,1,-3.00011,-0.00229,0.00076,27.0,48.0,1,1.21748,-0.00099,-0.01526,26.0,48.0,1,-1.52647,-0.18349,0.94302,31.0,49.0,1,-0.13561,-0.00099,-0.05188,32.0,48.0,1,2.62398,-0.21286,0.10757,27.0,48.0,1,-0.90620,0.24498,-1.35806,27.0,48.0,1,1.42691,0.22514,-1.18716,32.0,48.0,1,0.00362,0.03868,-0.22888,31.0,49.0,1,-0.80396,-0.09842,0.03891,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
77.100,17:00:53.468,-0.73034,-0.00099,-0.05188,28.0,49.0,1,1.32315,-0.00099,-0.04578,32.0,48.0,1,0.08869,-0.00099,-0.03357,31.0,49.0,1,1.55432,-0.00229,-0.00687,26.0,49.0,1,0.55715,-0.00099,-0.07019,28.0,48.0,1,-1.34527,-0.02281,0.07019,33.0,48.0,1,-0.10128,-0.03471,0.16174,32.0,48.0,1,-2.98867,0.08011,-0.04807,27.0,48.0,1,1.21748,-0.00099,0.01526,26.0,48.0,1,-1.53334,-0.01686,0.08850,31.0,49.0,1,-0.13447,-0.00099,-0.06409,32.0,48.0,1,2.59575,-0.17166,0.08163,27.0,48.0,1,-0.90085,0.00893,-0.08240,27.0,48.0,1,1.43759,0.02281,-0.10681,32.0,48.0,1,0.00744,0.01686,-0.01526,31.0,49.0,1,-0.80892,0.03433,-0.01144,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
77.200,17:00:53.568,-0.73034,-0.00099,-0.01526,28.0,49.0,1,1.32315,-0.00099,0.02136,32.0,48.0,1,0.08831,-0.00099,0.00305,31.0,48.0,1,1.55432,-0.00229,-0.00992,26.0,49.0,1,0.55715,-0.00099,-0.02136,28.0,48.0,1,-1.34566,-0.00099,-0.06409,33.0,48.0,1,-0.10166,-0.00099,0.08850,32.0,48.0,1,-2.98638,-0.00229,-0.00229,27.0,48.0,1,1.21748,-0.00099,-0.02136,26.0,48.0,1,-1.53296,-0.00099,0.03357,31.0,49.0,1,-0.13447,-0.00099,-0.03357,32.0,48.0,1,2.59117,-0.00229,-0.00381,27.0,48.0,1,-0.90085,-0.00099,0.00916,27.0,48.0,1,1.43797,-0.00099,0.03357,32.0,48.0,1,0.00744,-0.00099,0.00916,31.0,49.0,1,-0.80816,-0.00229,-0.01297,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
77.300,17:00:53.668,-0.73034,-0.00099,-0.03357,28.0,49.0,1,1.32315,-0.00099,0.00916,32.0,48.0,1,0.08831,-0.00099,-0.00916,31.0,49.0,1,1.55470,0.03891,-0.01602,26.0,49.0,1,0.55715,-0.00099,0.04578,28.0,48.0,1,-1.34566,-0.00298,-0.07019,33.0,48.0,1,-0.10166,-0.00099,0.05188,32.0,48.0,1,-2.98638,-0.00229,0.00992,27.0,48.0,1,1.21748,-0.00099,0.03357,26.0,48.0,1,-1.53296,-0.00099,-0.03357,31.0,49.0,1,-0.13447,-0.00099,-0.05188,32.0,48.0,1,2.59117,-0.00229,-0.00076,27.0,48.0,1,-0.90085,-0.00099,-0.03967,27.0,48.0,1,1.43797,-0.00099,0.02136,32.0,48.0,1,0.00744,-0.00099,-0.02747,31.0,49.0,1,-0.80816,-0.00229,0.00534,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
77.400,17:00:53.768,-0.73034,-0.00099,-0.03967,28.0,49.0,1,1.32315,-0.00099,0.03357,32.0,48.0,1,0.08831,-0.00893,0.01526,31.0,49.0,1,1.55470,-0.00229,-0.00839,26.0,49.0,1,0.55715,-0.00099,0.00916,28.0,48.0,1,-1.34566,-0.00099,-0.01526,33.0,48.0,1,-0.10166,-0.00099,0.04578,32.0,48.0,1,-2.98676,-0.00229,-0.00381,27.0,48.0,1,1.21748,-0.00099,0.00916,26.0,48.0,1,-1.53296,-0.00099,-0.07019,31.0,49.0,1,-0.13447,-0.00099,-0.04578,32.0,48.0,1,2.59117,-0.00229,-0.00381,27.0,48.0,1,-0.90085,-0.00099,0.03967,27.0,48.0,1,1.43797,-0.00099,-0.00305,32.0,48.0,1,0.00744,-0.00099,-0.02747,31.0,49.0,1,-0.80816,-0.00229,-0.00381,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
77.500,17:00:53.868,-0.73034,-0.00099,-0.01526,28.0,49.0,1,1.32277,-0.00099,0.00305,32.0,48.0,1,0.08755,-0.00099,-0.00305,31.0,49.0,1,1.55470,-0.00229,-0.00687,26.0,49.0,1,0.55715,-0.00099,0.00305,28.0,48.0,1,-1.34566,-0.00099,0.01526,33.0,48.0,1,-0.10166,-0.00099,0.03357,32.0,48.0,1,-2.98676,-0.00229,0.00534,27.0,48.0,1,1.21748,-0.00099,-0.06409,26.0,48.0,1,-1.53296,-0.00099,-0.08850,31.0,49.0,1,-0.13447,-0.00099,-0.00916,32.0,48.0,1,2.59117,-0.00229,-0.00687,27.0,48.0,1,-0.90085,-0.00099,-0.00305,27.0,48.0,1,1.43797,-0.00099,0.01526,32.0,48.0,1,0.00744,-0.00099,-0.04578,31.0,49.0,1,-0.80816,-0.00229,-0.00839,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
77.600,17:00:53.968,-0.73034,-0.00099,-0.01526,28.0,49.0,1,1.32277,-0.00099,-0.03357,32.0,48.0,1,0.08755,-0.00099,-0.01526,31.0,49.0,1,1.55470,-0.00229,-0.00534,26.0,49.0,1,0.55715,-0.00099,0.00305,28.0,48.0,1,-1.34566,-0.00099,-0.11902,33.0,48.0,1,-0.10166,-0.00099,0.07019,32.0,48.0,1,-2.98676,-0.00229,-0.00381,27.0,48.0,1,1.21748,-0.00099,0.03357,26.0,48.0,1,-1.53296,-0.00099,-0.07019,31.0,49.0,1,-0.13447,-0.00099,-0.02747,32.0,48.0,1,2.59117,-0.00229,-0.00687,27.0,48.0,1,-0.90085,-0.00099,0.02747,27.0,48.0,1,1.43797,-0.00099,0.02747,32.0,48.0,1,0.00744,-0.00099,0.02136,31.0,49.0,1,-0.80816,-0.00229,-0.01450,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
77.700,17:00:54.068,-0.73034,-0.00099,-0.05798,28.0,49.0,1,1.32315,-0.00298,-0.05798,32.0,48.0,1,0.08755,-0.00298,-0.04578,31.0,49.0,1,1.55470,-0.00229,-0.00687,26.0,49.0,1,0.55715,-0.00099,0.07019,28.0,48.0,1,-1.34566,-0.00099,-0.04578,33.0,48.0,1,-0.10166,-0.00099,0.08850,32.0,48.0,1,-2.98676,-0.00229,0.00229,27.0,48.0,1,1.21748,-0.00099,0.04578,26.0,48.0,1,-1.53296,-0.00099,-0.07629,31.0,49.0,1,-0.13447,-0.00099,-0.04578,32.0,48.0,1,2.59117,-0.00229,0.00076,27.0,48.0,1,-0.90085,-0.00099,-0.00916,27.0,48.0,1,1.43797,-0.00099,0.00916,32.0,48.0,1,0.00744,-0.00099,-0.04578,31.0,49.0,1,-0.80816,-0.00229,-0.00687,28.0,48.0,1,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,5.00,0.0000,0.00,0.50,0.0000
