M9 —— 步態（★★★ 承重、連續、動態觸地）　模式：播放 A_kp250_walk.json

⚠️⚠️ 確認：狗趴在地上、16 顆洩力、**吊帶掛在 292 mm 以下且鬆弛**、
      **地面淨空且留出走動空間**、第二個終端機備著 estop。

✅ 結構檢查通過
✅ 16 顆全部洩力中
✅ mc_ctrl PID=2411 狀態=S
✅ 機身姿態 roll -5.3° pitch +2.2°
✅ 前後膝反號（後腿往前彎，原廠預設）

軌跡檔：前進　duty 0.8 ω 1.4 d_step 0.1 x_off -0.03 g_c 0.048 z_sag 0.0360

RL policy：cpg_rl_max_v2_3_np.npz　preset v2.3　obs 66 act 10　sha 5a9de707c38b
  指令 vx 0.3 wz 0　混合比例 1　起步淡入 50 步
✅ 基準步態與 policy 訓練基準一致（說兩次）
✅ 推論 0.18 ms/步（預算 10 ms）

互動模式　最壞情況 52.0 秒：
  站起來 6.5 ＋ 等①10 ＋ 降增益 1.5 ＋ 淡入 3.0 ＋ 走 10 ＋ 淡出 3.0 ＋ 升增益 1.5 ＋ 等③10 ＋ 趴下 6.5
  （等②就是「走」那段；三個等待逾時都是自動往下走，不是中止）
✅ 在承重上限 60 秒之內

步態最大命令速度 9.61 rad/s（bl3_knee_pitch）　上限 14.0
✅ 在上限內（⚠️ 保護門檻 --vmax 18.0 必須高於這個，否則會誤中止）
✅ 步態全程在機構限位內

增益：步態 ABAD 60 / HIP·KNEE 250　kd 2.0（站立段一律 250）　輪 **kp 0** kd 0.5（純阻尼）
保護：力矩 ABAD 50 / HIP 50 / KNEE 70、硬上限 120
      誤差 0.6 rad、速度 18.0 rad/s、傾角 ±20°、迴圈間隔 250 ms

✅ 已凍結 mc_ctrl（T）

     t           階段     kp     最大|誤差|    最大|τ|               關節   roll  pitch      輪速
  ▸ GAIT_OUT 結束（時間到），進入 KP_UP

 24.98        KP_UP    250     0.0583    14.65   bl3_knee_pitch   +0.8   -0.5    0.03
 25.24        KP_UP    250     0.0583    14.62   bl3_knee_pitch   +0.6   -0.5    0.03
 25.49        KP_UP    250     0.0583    14.66   bl3_knee_pitch   +0.6   -0.6    0.11
 25.74        KP_UP    250     0.0590    14.78   bl3_knee_pitch   +0.5   -0.6    0.10
 25.99        KP_UP    250     0.0590    14.80   bl3_knee_pitch   +0.4   -0.7    0.01
 26.24        KP_UP    250     0.0587    14.74   bl3_knee_pitch   +0.3   -0.7    0.06

  ▸ KP_UP 結束（時間到），進入 STOPPED

 26.50      STOPPED    250     0.0587    14.74   bl3_knee_pitch   +0.3   -0.8    0.00
 26.75      STOPPED    250     0.0587    14.76   bl3_knee_pitch   +0.2   -0.8    0.03
 27.01      STOPPED    250     0.0587    14.68   bl3_knee_pitch   +0.1   -0.8    0.00
 27.26      STOPPED    250     0.0587    14.75   bl3_knee_pitch   +0.0   -0.8    0.00
 27.51      STOPPED    250     0.0587    14.77   bl3_knee_pitch   -0.1   -0.8    0.00
 27.77      STOPPED    250     0.0587    14.69   bl3_knee_pitch   -0.1   -0.8    0.00
 28.02      STOPPED    250     0.0587    14.72   bl3_knee_pitch   -0.2   -0.9    0.00
 28.27      STOPPED    250     0.0587    14.74   bl3_knee_pitch   -0.2   -0.9    0.00
 28.52      STOPPED    250     0.0587    14.80   bl3_knee_pitch   +0.6   -1.0    0.19
 28.78      STOPPED    250     0.0587    14.83   bl3_knee_pitch   +0.6   -1.0    0.01
 29.03      STOPPED    250     0.0587    14.77   bl3_knee_pitch   +0.6   -1.0    0.00
 29.29      STOPPED    250     0.0587    14.83   bl3_knee_pitch   +0.5   -1.0    0.00
 29.54      STOPPED    250     0.0587    14.85   bl3_knee_pitch   +0.5   -1.0    0.00
 29.79      STOPPED    250     0.0587    14.81   bl3_knee_pitch   +0.5   -1.0    0.00
 30.04      STOPPED    250     0.0587    14.73   bl3_knee_pitch   +0.5   -1.0    0.04
 30.29      STOPPED    250     0.0587    14.75   bl3_knee_pitch   +0.5   -1.0    0.03
 30.54      STOPPED    250     0.0587    14.83   bl3_knee_pitch   +0.5   -1.0    0.00
