M9 —— 步態（★★★ 承重、連續、動態觸地）　模式：播放 A_kp250_walk.json

⚠️⚠️ 確認：狗趴在地上、16 顆洩力、**吊帶掛在 292 mm 以下且鬆弛**、
      **地面淨空且留出走動空間**、第二個終端機備著 estop。

✅ 結構檢查通過
✅ 16 顆全部洩力中
✅ mc_ctrl PID=2411 狀態=S
✅ 機身姿態 roll -9.0° pitch +0.0°
✅ 前後膝反號（後腿往前彎，原廠預設）

軌跡檔：前進　duty 0.8 ω 1.4 d_step 0.1 x_off -0.03 g_c 0.048 z_sag 0.0360

RL policy：cpg_rl_max_v2_3_np.npz　preset v2.3　obs 66 act 10　sha 5a9de707c38b
  指令 vx 0.3 wz 0　混合比例 0（乾跑：動作固定基準）　起步淡入 50 步
✅ 基準步態與 policy 訓練基準一致（說兩次）
✅ 推論 0.18 ms/步（預算 10 ms）

互動模式　最壞情況 47.0 秒：
  站起來 6.5 ＋ 等①10 ＋ 降增益 1.5 ＋ 淡入 3.0 ＋ 走 5 ＋ 淡出 3.0 ＋ 升增益 1.5 ＋ 等③10 ＋ 趴下 6.5
  （等②就是「走」那段；三個等待逾時都是自動往下走，不是中止）
✅ 在承重上限 60 秒之內

步態最大命令速度 9.61 rad/s（bl3_knee_pitch）　上限 14.0
✅ 在上限內（⚠️ 保護門檻 --vmax 16.0 必須高於這個，否則會誤中止）
✅ 步態全程在機構限位內

增益：步態 ABAD 60 / HIP·KNEE 250　kd 2.0（站立段一律 250）　輪 **kp 0** kd 0.5（純阻尼）
保護：力矩 ABAD 50 / HIP 50 / KNEE 70、硬上限 120
      誤差 0.6 rad、速度 16.0 rad/s、傾角 ±20°、迴圈間隔 250 ms

✅ 已凍結 mc_ctrl（T）

     t           階段     kp     最大|誤差|    最大|τ|               關節   roll  pitch      輪速
 24.52        KP_UP    250     0.0807    15.34   br3_knee_pitch   +2.0   -1.6    0.00
 24.77        KP_UP    250     0.0803    15.32   br3_knee_pitch   +1.9   -1.5    0.01
 25.03        KP_UP    250     0.0792    15.37   br3_knee_pitch   +1.9   -1.5    0.00
 25.28        KP_UP    250     0.0776    15.35   br3_knee_pitch   +1.8   -1.5    0.00
 25.53        KP_UP    250     0.0753    15.36   br3_knee_pitch   +1.8   -1.5    0.03
 25.79        KP_UP    250     0.0715    16.13     bl1_hip_roll   +1.7   -1.5    0.03

  ▸ KP_UP 結束（時間到），進入 STOPPED

 26.04      STOPPED    250     0.0708    17.56     bl1_hip_roll   +1.7   -1.4    0.00
 26.29      STOPPED    250     0.0595    15.05   fr3_knee_pitch   +1.7   -1.5    0.03
 26.54      STOPPED    250     0.0595    15.07   fr3_knee_pitch   +1.6   -1.5    0.00
 26.80      STOPPED    250     0.0595    14.99   fr3_knee_pitch   +1.6   -1.5    0.00
 27.05      STOPPED    250     0.0595    14.99   fr3_knee_pitch   +1.6   -1.5    0.00
 27.30      STOPPED    250     0.0595    15.05   fr3_knee_pitch   +1.6   -1.5    0.00
 27.55      STOPPED    250     0.0595    15.09   fr3_knee_pitch   +1.6   -1.5    0.00
 27.81      STOPPED    250     0.0592    15.04   fr3_knee_pitch   +1.6   -1.5    0.00
 28.06      STOPPED    250     0.0592    15.05   fr3_knee_pitch   +1.5   -1.5    0.00
 28.31      STOPPED    250     0.0592    15.04   fr3_knee_pitch   +1.5   -1.5    0.00
 28.56      STOPPED    250     0.0592    14.98   fr3_knee_pitch   +1.5   -1.5    0.00
 28.82      STOPPED    250     0.0592    14.98   fr3_knee_pitch   +1.5   -1.5    0.00
 29.07      STOPPED    250     0.0592    15.09   fr3_knee_pitch   +1.5   -1.5    0.00
 29.32      STOPPED    250     0.0592    14.99   fr3_knee_pitch   +1.5   -1.5    0.00
 29.57      STOPPED    250     0.0592    15.02   fr3_knee_pitch   +1.5   -1.5    0.00
 29.83      STOPPED    250     0.0592    14.99   fr3_knee_pitch   +1.5   -1.5    0.00
 30.08      STOPPED    250     0.0592    15.01   fr3_knee_pitch   +1.5   -1.5    0.00
 30.33      STOPPED    250     0.0592    15.01   fr3_knee_pitch   +1.5   -1.4    0.00
 30.59      STOPPED    250     0.0592    15.00   fr3_knee_pitch   +1.5   -1.4    0.00
 30.84      STOPPED    250     0.0592    15.02   fr3_knee_pitch   +1.5   -1.4    0.00
 31.10      STOPPED    250     0.0592    14.94   fr3_knee_pitch   +1.5   -1.4    0.00
 31.35      STOPPED    250     0.0592    15.01   fr3_knee_pitch   +1.5   -1.4    0.00
 31.61      STOPPED    250     0.0592    15.01   fr3_knee_pitch   +1.5   -1.4    0.00
 31.86      STOPPED    250     0.0592    14.95   fr3_knee_pitch   +1.5   -1.4    0.00
 32.11      STOPPED    250     0.0592    14.96   fr3_knee_pitch   +1.5   -1.4    0.00
 32.37      STOPPED    250     0.0592    15.04   fr3_knee_pitch   +1.5   -1.4    0.00
 32.62      STOPPED    250     0.0592    14.99   fr3_knee_pitch   +1.5   -1.4    0.00
 32.87      STOPPED    250     0.0595    15.01   fr3_knee_pitch   +1.5   -1.4    0.00
 33.13      STOPPED    250     0.0595    15.08   fr3_knee_pitch   +1.6   -1.4    0.02

  ▸ STOPPED 結束（按下 Enter），進入 SIT_crouch

 33.38   SIT_crouch    250     0.0521    12.67     bl1_hip_roll   +1.5   -1.3    0.12
 33.63   SIT_crouch    250     0.0512    12.88   fr3_knee_pitch   +1.6   -1.2    0.14
 33.88   SIT_crouch    250     0.0469    14.61   fl3_knee_pitch   +1.3   -1.2    0.35
 34.13   SIT_crouch    250     0.0375    15.30   br3_knee_pitch   +1.7   -1.3    0.23
 34.39   SIT_crouch    250     0.0471    14.83   br3_knee_pitch   +1.5   -1.5    0.29

  ▸ SIT_crouch 結束（時間到），進入 SIT_hold

 34.64     SIT_hold    250     0.0667    16.87   br3_knee_pitch   +1.6   -1.6    0.09
 34.89     SIT_hold    250     0.0675    16.71   br3_knee_pitch   +1.6   -1.6    0.04
 35.15     SIT_hold    250     0.0675    16.70   br3_knee_pitch   +1.6   -1.6    0.03
 35.40     SIT_hold    250     0.0675    16.71   br3_knee_pitch   +1.5   -1.6    0.04
 35.65     SIT_hold    250     0.0675    16.71   br3_knee_pitch   +1.5   -1.6    0.01
 35.91     SIT_hold    250     0.0683    17.01   br3_knee_pitch   +1.5   -1.7    0.04

  ▸ SIT_hold 結束（時間到），進入 SIT_LIE

 36.16      SIT_LIE    250     0.0680    16.99   br3_knee_pitch   +1.5   -1.7    0.00
 36.41      SIT_LIE    250     0.0500    13.44   fl3_knee_pitch   +0.5   -1.7    1.14
 36.66      SIT_LIE    250     0.0561    16.72   br3_knee_pitch   -0.4   -1.5    1.35
 36.91      SIT_LIE    250     0.0295     8.91   fl3_knee_pitch   -3.7   -1.0    1.28
 37.16      SIT_LIE    250     0.0484     8.76     fl1_hip_roll   -5.6   -0.5    0.02
 37.42      SIT_LIE    250     0.0381     7.55     bl1_hip_roll   -6.3   +0.4    0.00

  ▸ SIT_LIE 結束（時間到），進入 RAMP_DOWN
